hit_id,公司,cell_id,来源,引语或线索摘要,处置,理由,会话日期
矩子科技+EQ6+300802__em_矩子科技_em__2025_2025年年度报告.pdf,矩子科技,EQ6,扫描,"AOI为SMT产线检测语域,光通信0命中",驳回-证据不足,"同上,相邻能力观察",2026-07-26
精测电子+EQ6+300567__em_精测电子_em__2025_2025年年度报告.pdf,精测电子,EQ6,扫描,"AOI为显示面板检测语域,光通信0命中",驳回-证据不足,"同上,相邻能力观察;对称性规则v3三家AOI同判",2026-07-26
ST臻镭+ANY+688270__em_ST臻镭_em__2025_浙江臻镭科技股份有限公司202,ST臻镭,ANY,扫描,'开始面向光模块、AI、算力等需求进行产品的研发'——电源芯片研发阶段。可重启条件：光模块用电源芯片定型量产/客户出货披露,驳回-证据不足,'开始面向光模块、AI、算力等需求进行产品的研发'——电源芯片研发阶段。可重启条件：光模块用电源芯片定型量产/客户出货披露,2026-07-26
ST路通+MOD3+300555__em_ST路通_em__2025_2025年年度报告.pdf,ST路通,MOD3,扫描,广电接入整机商：光发射机/光接收机/光放大器/EPON·GPON OLT·ONU等均为整机设备与终端（有产销量数据），非光模块/光器件环节；GPON命中为设备协议描述，树内无广电整,驳回-非本格,广电接入整机商：光发射机/光接收机/光放大器/EPON·GPON OLT·ONU等均为整机设备与终端（有产销量数据），非光模块/光器件环节；GPON命中为设备协议描述，树内无广电整机格,2026-07-26
一博科技+ANY+301366__em_一博科技_em__2025_2025年年度报告.pdf,一博科技,ANY,扫描,PCB设计服务商：CPO/LPO命中为'提供PCB设计指导规范'的设计支持，ATE测试命中为测试板卡研发项目（在研），无光模块PCB制造量产主张。可重启条件：光模块/CPO相关PC,驳回-证据不足,PCB设计服务商：CPO/LPO命中为'提供PCB设计指导规范'的设计支持，ATE测试命中为测试板卡研发项目（在研），无光模块PCB制造量产主张。可重启条件：光模块/CPO相关PCBA批量交付披露,2026-07-26
万润科技+ANY+002654__em_万润科技_em__2025_2025年年度报告.pdf,万润科技,ANY,扫描,命中为LED照明释义表条目（发光器件），主业LED照明+互联网广告,驳回-非本格,命中为LED照明释义表条目（发光器件），主业LED照明+互联网广告,2026-07-26
万源通+ANY+920060__em_万源通_em__2025年年度报告.pdf,万源通,B1,扫描,"""针对光模块PCB局通信设备、抢占高端市场、满足400G、800G产品的设计原理实现技术转型升级的核心战略至1.6T不同速率光模块产品生产与关""",驳回-证据不足,"(2026-07-28勘误)原已入点P127已撤销,见""万源通+B1+p5w勘误""行:QA否认量产",2026-07-26
万隆光电+ANY+300710__em_万隆光电_em__2025_2025年年度报告.pdf,万隆光电,ANY,扫描,广电设备与PON OLT/ONU整机厂商(系统设备侧)；GPON命中为释义表；'深化关键光器件的国产替代'是采购替代表述，非造光模块/器件,驳回-非本格,广电设备与PON OLT/ONU整机厂商(系统设备侧)；GPON命中为释义表；'深化关键光器件的国产替代'是采购替代表述，非造光模块/器件,2026-07-26
万马科技+ANY+300698__em_万马科技_em__2025_2025年年度报告.pdf,万马科技,ANY,扫描,光通信类产品仅为光缆配线架(机房配线/机柜)，属布线配套不占BOM格,驳回-非本格,光通信类产品仅为光缆配线架(机房配线/机柜)，属布线配套不占BOM格,2026-07-26
三利谱+EQ6+002876__em_三利谱_em__2025_2025年年度报告.pdf,三利谱,EQ6,扫描,偏光片厂，'偏光片自动光学检测技术'为自有制程检测技术自用，显示异业，非AOI设备销售,驳回-非本格,偏光片厂，'偏光片自动光学检测技术'为自有制程检测技术自用，显示异业，非AOI设备销售,2026-07-26
三安光电+C1+600703__em_三安光电_em__2025_三安光电股份有限公司2025年,三安光电,C1,扫描,"""光通讯类：主要适用于5G网络、接入光通讯芯片、CW光源、EML、DFB、FP、VCSEL、网、数据中心以及AI应用场景""",已入点,入1格:C1,2026-07-26
三旺通信+ANY+688618__em_三旺通信_em__2025_深圳市三旺通信股份有限公司20,三旺通信,ANY,扫描,工业通信设备商，命中为'向合格供应商采购芯片、光器件'，采购行为非自家能力,驳回-非本格,工业通信设备商，命中为'向合格供应商采购芯片、光器件'，采购行为非自家能力,2026-07-26
三环集团+B2+300408__em_三环集团_em__2025_2025年年度报告.pdf,三环集团,B2,扫描,"(草案入点,全部格已在册)",已入点,"已在册2格,本轮确认",2026-07-26
上海合晶+EQ1+688584__em_上海合晶_em__2025_上海合晶2025年年度报告.p,上海合晶,EQ1,扫描,硅外延片面向功率/模拟IC，命中为释义表'外延炉'条目，无锗硅选区外延/硅光应用自述。M2c可重启条件：硅光衬底/外延业务披露,驳回-证据不足,硅外延片面向功率/模拟IC，命中为释义表'外延炉'条目，无锗硅选区外延/硅光应用自述。M2c可重启条件：硅光衬底/外延业务披露,2026-07-26
上海贝岭+ANY+600171__em_上海贝岭_em__2025_上海贝岭2025年年度报告.p,上海贝岭,C5,扫描,"""网络通信领域存储器、专用SoC、电源等产品在接入网及中低速光模块市场份额持续提升，并积极向高速数通场景渗透""",已入点,入1格:C5,2026-07-26
世嘉科技+ANY+002796__em_世嘉科技_em__2025_2025年年度报告.pdf,世嘉科技,ANY,扫描,光模块/AOC/AEC为被投资公司光彩芯辰（增资持股20%，2026年1月才交割）的主营描述——参股标的能力不算自家。可重启条件：控股并表后公司自述光通信产品生产销售,驳回-证据不足,光模块/AOC/AEC为被投资公司光彩芯辰（增资持股20%，2026年1月才交割）的主营描述——参股标的能力不算自家。可重启条件：控股并表后公司自述光通信产品生产销售,2026-07-26
世运电路+ANY+603920__em_世运电路_em__2025_世运电路2025年年度报告.p,世运电路,ANY,扫描,'光模块线路板'仅出现于'需求开发以下新板材和生产工艺技术'的研发规划语境，属开发中。B1可重启条件：光模块PCB量产/订单披露,驳回-证据不足,'光模块线路板'仅出现于'需求开发以下新板材和生产工艺技术'的研发规划语境，属开发中。B1可重启条件：光模块PCB量产/订单披露,2026-07-26
东土科技+EQ6+300353__em_东土科技_em__2025_2025年年度报告.pdf,东土科技,EQ6,扫描,缺陷检测命中为工业AI通用质检软件场景描述，非光器件AOI/在线检测设备,驳回-非本格,缺陷检测命中为工业AI通用质检软件场景描述，非光器件AOI/在线检测设备,2026-07-26
东山精密+C1+002384__em_东山精密_em__2025_2025年年度报告.pdf,东山精密,C1,扫描,"""索尔思光电拥有覆盖磷化铟衬底、外延材料至光芯片的全流程研发与工艺体系，技术壁垒持续夯实。目前CWlaser已实现规模化量产""",已入点,"入4格:C1,M2a,MOD3,MOD1",2026-07-26
东田微+D11+301183__em_东田微_em__2025_2025年年度报告.pdf,东田微,D11,扫描,"(草案入点,全部格已在册)",已入点,"已在册2格,本轮确认",2026-07-26
东睦股份+B2+600114__em_东睦股份_em__2024_东睦新材料集团股份有限公司20,东睦股份,B2,扫描,"P126@B2在建已入册(承接800G/1.6T散热项目未售的specific引语),草案只见展望段",已入点,"P126@B2在建已入册(承接800G/1.6T散热项目未售的specific引语),草案只见展望段",2026-07-26
中京电子+B1+002579__em_中京电子_em__2025_2025年年度报告.pdf,中京电子,B1,扫描,《800G光模块PCB产品开发》为报告期技术研发项目(在研)非量产。可重启条件:光模块PCB批量交付/收入披露(B1),驳回-证据不足,《800G光模块PCB产品开发》为报告期技术研发项目(在研)非量产。可重启条件:光模块PCB批量交付/收入披露(B1),2026-07-26
中光防雷+D6+300414__em_中光防雷_em__2025_2025年年度报告.pdf,中光防雷,D6,扫描,D6命中'5G宽带隔离器、环行器'为射频器件，非光隔离器，异业撞词,驳回-非本格,D6命中'5G宽带隔离器、环行器'为射频器件，非光隔离器，异业撞词,2026-07-26
中兴通讯+ANY+000063__em_中兴通讯_em__2025_2025年年度报告.pdf,中兴通讯,C5,扫描,"""800G相干DSP芯片等，已在运营商或互联网等多个行业发货""",已入点,入1格:C5,2026-07-26
中天科技+ANY+600522__em_中天科技_em__2025_江苏中天科技股份有限公司202,中天科技,MOD1,扫描,"""智算中心相关业务营收大幅提升，其中高速光模块产品实现规模出货""",已入点,"入2格:MOD1,D9",2026-07-26
中富电路+ANY+300814__em_中富电路_em__2025_2025年年度报告.pdf,中富电路,ANY,扫描,埋芯片/埋电感等新型PCB'研发，并将其导入至下一代光模块'为研发导入表述。B1可重启条件：光模块PCB量产/收入披露,驳回-证据不足,埋芯片/埋电感等新型PCB'研发，并将其导入至下一代光模块'为研发导入表述。B1可重启条件：光模块PCB量产/收入披露,2026-07-26
中微公司+EQ1+688012__em_中微公司_em__2025_2025年年度报告.pdf,中微公司,EQ1,扫描,"P115@EQ1已按通用光电子口径入册(同P110北方华创先例),草案异议存档",已入点,"P115@EQ1已按通用光电子口径入册(同P110北方华创先例),草案异议存档",2026-07-26
中润光学+C1+688307__em_中润光学_em__2025_2025年年度报告.pdf,中润光学,C1,扫描,C1/C4/D8命中均为光通信行业叙述（光信号的产生/调制/复用科普段）；光通信与光互联仅为'未来重要战略增长极予以重点布局'的展望；隔离器为工业激光在研项目（研发试制）；向光刻机,驳回-证据不足,C1/C4/D8命中均为光通信行业叙述（光信号的产生/调制/复用科普段）；光通信与光互联仅为'未来重要战略增长极予以重点布局'的展望；隔离器为工业激光在研项目（研发试制）；向光刻机/刻蚀设备客户供光学元件是卖组件给设备商,2026-07-26
中瓷电子+B2+003031__em_中瓷电子_em__2025_2025年年度报告.pdf,中瓷电子,B2,扫描,"""公司开创了我国光通信器件陶瓷外壳产品领域，持续创新材料和精益技术，氮化铝薄膜基板已实现批量供货，已成为国内规模最大的高端电子陶瓷外壳制造商，""",已入点,入1格:B2,2026-07-26
中科飞测+EQ2+688361__em_中科飞测_em__2025_深圳中科飞测科技股份有限公司2,中科飞测,EQ2,扫描,晶圆检测量测设备商，客户为逻辑/存储/化合物/先进封装晶圆厂，全语料无光通信/光器件应用或客户自述，EQ加严不过（相邻能力观察）,驳回-证据不足,晶圆检测量测设备商，客户为逻辑/存储/化合物/先进封装晶圆厂，全语料无光通信/光器件应用或客户自述，EQ加严不过（相邻能力观察）,2026-07-26
中船特气+M2a+688146__em_中船特气_em__2025_中船特气2025年年度报告.p,中船特气,M2a,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
中际旭创+C1+300308__em_中际旭创_em__2025_2025年年度报告.pdf,中际旭创,MOD3,扫描,"""为云数据中心客户提供100G、200G、400G、800G和1.6T的高速光模块，为电信设备商客户提供5G前传、中传和回传光模块""",已入点,入1格:MOD3,2026-07-26
乾照光电+C2+300102__em_乾照光电_em__2025_2025年年度报告.pdf,乾照光电,C2,扫描,C2在建存量点保留(送样+预计2026订单即在建口径),已入点,C2在建存量点保留(送样+预计2026订单即在建口径),2026-07-26
亨通光电+ANY+600487__em_亨通光电_em__2025_亨通光电2025年年度报告.p,亨通光电,MOD3,扫描,"""可提供GPON/XGPON/XGSPONCOMBOPONOLT模块产品解决方案，同时在下一代50GPON“万兆光网”应用领域，发布了50GC""",已入点,"入2格:MOD3,MOD1",2026-07-26
京东方Ａ+ANY+000725__em_京东方Ａ_em__2025_2025年年度报告.pdf,京东方Ａ,ANY,扫描,'背光器件'撞词命中，显示面板行业，与光通信器件无关,驳回-非本格,'背光器件'撞词命中，显示面板行业，与光通信器件无关,2026-07-26
仕佳光子+C1+688313__em_仕佳光子_em__2025_2025年年度报告.pdf,仕佳光子,C1,扫描,"""公司DFB激光器芯片在接入网实现稳定批量供货，是接入网领域的重要芯片供应商。公司数据中心硅光用连续波激光CWDFB光源及器件已实现小批量供货""",已入点,"入2格:C1,D9",2026-07-26
优迅股份+C1+688807__em_优迅股份_em__2025_优迅股份：2025年年度报告.,优迅股份,C1,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
伟测科技+EQ7+688372__em_伟测科技_em__2025_2025年年度报告.pdf,伟测科技,EQ7,扫描,第三方晶圆/成品测试服务商，测试机/探针台/分选机均为向爱德万、泰瑞达等采购的设备（用它者非造它者），无光芯片测试场景自述,驳回-非本格,第三方晶圆/成品测试服务商，测试机/探针台/分选机均为向爱德万、泰瑞达等采购的设备（用它者非造它者），无光芯片测试场景自述,2026-07-26
佰维存储+ANY+688525__em_佰维存储_em__2025_2025年年度报告.pdf,佰维存储,ANY,扫描,存储芯片封测厂，CPO/NPO光引擎命中为英伟达行业叙述，ATE测试为自用测试环节，非光模块链自家能力,驳回-非本格,存储芯片封测厂，CPO/NPO光引擎命中为英伟达行业叙述，ATE测试为自用测试环节，非光模块链自家能力,2026-07-26
兆易创新+ANY+603986__em_兆易创新_em__2025_兆易创新2025年年度报告.p,兆易创新,ANY,扫描,NOR Flash等存储芯片'下游应用场景包括…光模块'为应用领域列举=向模块卖存储配套芯片，不属C5枚举(DSP/Driver/TIA/CDR/主控MCU),驳回-非本格,NOR Flash等存储芯片'下游应用场景包括…光模块'为应用领域列举=向模块卖存储配套芯片，不属C5枚举(DSP/Driver/TIA/CDR/主控MCU),2026-07-26
兆龙互连+ANY+300913__em_兆龙互连_em__2025_2025年年度报告.pdf,兆龙互连,ANY,扫描,'提供光缆、光纤跳线、MPO/MTP预端接、LC光纤连接器等光互联产品'为主营自述，但属数据中心机房级布线，D9格语义（模块内FAU/MPO连接）是否涵盖机房布线需闸主裁定；EQ7,已入点,已入点:P190@D9在册(MPO预端接量产),2026-07-30
先导基电+ANY+600641__em_先导基电_em__2025_上海先导基电科技股份有限公司2,先导基电,ANY,扫描,'顺利完成高端热电材料及微型热电制冷器（Micro-TEC）产线的建设，并已送样'——产线已建成但产品处送样；且树内无TEC叶格（TOSA内制冷元件），需闸主先裁格再定状态（送样规,已入点,"已入点:P197@D13(2025年报:Micro-TEC产线建成+送样+光通讯应用);D13新格首点,TEC无格议题消解",2026-07-30
